"","genus","species","zsp","loc","park","month","day","year","status","family","date","julDay","genusSpecies","habtype","Num"
"1056","Pristimantis","cruentus",0,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1057","Pristimantis","cruentus",71.825904,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1058","Pristimantis","cruentus",33.292148,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1059","Pristimantis","cruentus",0,"Loop_Trail","y",11,17,2004,NA,"Strabomantidae",2004-11-17,258,"Pristimantis_cruentus","t",1
"1060","Pristimantis","cruentus",0,"Loop_Trail","y",11,17,2004,NA,"Strabomantidae",2004-11-17,258,"Pristimantis_cruentus","t",1
"1061","Pristimantis","cruentus",1119.8516,"Silenciosa","y",11,18,2004,"Dead","Strabomantidae",2004-11-18,259,"Pristimantis_cruentus","s",1
"1062","Pristimantis","cruentus",6.0855284,"Guabal","y",11,19,2004,NA,"Strabomantidae",2004-11-19,260,"Pristimantis_cruentus","s",1
"1063","Pristimantis","cruentus",0,"Guabal","y",11,19,2004,NA,"Strabomantidae",2004-11-19,260,"Pristimantis_cruentus","s",1
"1064","Pristimantis","cruentus",189.03422,"Cascada","y",11,24,2004,"Dying","Strabomantidae",2004-11-24,265,"Pristimantis_cruentus","s",1
"1065","Pristimantis","cruentus",26.62185,"Silenciosa","y",11,28,2004,NA,"Strabomantidae",2004-11-28,269,"Pristimantis_cruentus","s",1
"1066","Pristimantis","cruentus",0.04026569,"Silenciosa","y",11,28,2004,NA,"Strabomantidae",2004-11-28,269,"Pristimantis_cruentus","s",1
"1067","Pristimantis","cruentus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_cruentus","t",1
"1068","Pristimantis","gaigei",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_gaigei","t",1
"1069","Pristimantis","museosus",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_museosus","t",1
"1070","Pristimantis","museosus",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_museosus","t",1
"1071","Pristimantis","museosus",0.69726077,"Silenciosa","y",11,14,2004,NA,"Strabomantidae",2004-11-14,255,"Pristimantis_museosus","s",1
"1072","Pristimantis","museosus",0,"Silenciosa","y",11,14,2004,NA,"Strabomantidae",2004-11-14,255,"Pristimantis_museosus","s",1
"1073","Pristimantis","museosus",0.94400365,"Silenciosa","y",11,28,2004,NA,"Strabomantidae",2004-11-28,269,"Pristimantis_museosus","s",1
"1074","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1075","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1076","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1077","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1078","Pristimantis","museosus",572.8489,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1079","Pristimantis","museosus",70.871174,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1080","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1081","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1082","Pristimantis","museosus",0.001446395,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1083","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1084","Pristimantis","museosus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_museosus","t",1
"1085","Pristimantis","pardalis",0,"Loop_Trail","y",11,17,2004,NA,"Strabomantidae",2004-11-17,258,"Pristimantis_pardalis","t",1
"1086","Pristimantis","pardalis",0,"Main_Trail","y",11,27,2004,NA,"Strabomantidae",2004-11-27,268,"Pristimantis_pardalis","t",1
"1087","Pristimantis","pardalis",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_pardalis","t",1
"1088","Pristimantis","pardalis",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_pardalis","t",1
"1089","Pristimantis","pardalis",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_pardalis","t",1
"1090","Pristimantis","ridens",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_ridens","t",1
"1091","Pristimantis","ridens",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_ridens","t",1
"1092","Pristimantis","ridens",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_ridens","t",1
"1093","Pristimantis","ridens",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_ridens","t",1
"1094","Pristimantis","ridens",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_ridens","t",1
"1095","Pristimantis","ridens",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_ridens","t",1
"1096","Pristimantis","ridens",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_ridens","t",1
"1097","Pristimantis","ridens",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_ridens","t",1
"1098","Pristimantis","ridens",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_ridens","t",1
"1099","Pristimantis","ridens",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_ridens","t",1
"1100","Pristimantis","ridens",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_ridens","t",1
"1101","Pristimantis","ridens",0.7929081,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_ridens","t",1
"1102","Pristimantis","ridens",0.4188906,"Loop_Trail","y",11,10,2004,NA,"Strabomantidae",2004-11-10,251,"Pristimantis_ridens","t",1
"1103","Pristimantis","ridens",0,"Loop_Trail","y",11,10,2004,NA,"Strabomantidae",2004-11-10,251,"Pristimantis_ridens","t",1
"1104","Pristimantis","ridens",0,"Main_Trail","y",11,13,2004,NA,"Strabomantidae",2004-11-13,254,"Pristimantis_ridens","t",1
"1105","Pristimantis","ridens",0,"Main_Trail","y",11,13,2004,NA,"Strabomantidae",2004-11-13,254,"Pristimantis_ridens","t",1
"1106","Pristimantis","ridens",0,"Loop_Trail","y",11,17,2004,NA,"Strabomantidae",2004-11-17,258,"Pristimantis_ridens","t",1
"1107","Bufo","haematiticus",0,"Main_Trail","y",11,3,2004,NA,"Bufonidae",2004-11-03,244,"Bufo_haematiticus","t",1
"1108","Bufo","haematiticus",49996.933,"Guabal","y",11,5,2004,"Dead","Bufonidae",2004-11-05,246,"Bufo_haematiticus","s",1
"1109","Bufo","haematiticus",6935.681,"Guabal","y",11,7,2004,"Dying","Bufonidae",2004-11-07,248,"Bufo_haematiticus","s",1
"1110","Bufo","haematiticus",5250.0603,"Guabal","y",11,7,2004,"Dead","Bufonidae",2004-11-07,248,"Bufo_haematiticus","s",1
"1111","Bufo","haematiticus",1.7236365,"Loop_Stream","y",11,9,2004,NA,"Bufonidae",2004-11-09,250,"Bufo_haematiticus","s",1
"1112","Bufo","haematiticus",10434.9884,"Guabal","y",11,24,2004,"Dead","Bufonidae",2004-11-24,265,"Bufo_haematiticus","s",1
"1113","Sachatamia","albomaculata",0,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Sachatamia_albomaculata","s",1
"1114","Sachatamia","albomaculata",60.529906,"Guabal","y",11,11,2004,"Dying","Centrolenidae",2004-11-11,252,"Sachatamia_albomaculata","s",1
"1115","Sachatamia","albomaculata",52.54888,"Guabal","y",11,11,2004,"Dying","Centrolenidae",2004-11-11,252,"Sachatamia_albomaculata","s",1
"1116","Sachatamia","albomaculata",0.1272223,"Cascada","y",11,12,2004,NA,"Centrolenidae",2004-11-12,253,"Sachatamia_albomaculata","s",1
"1117","Sachatamia","albomaculata",0.58630276,"Loop_Stream","y",11,15,2004,NA,"Centrolenidae",2004-11-15,256,"Sachatamia_albomaculata","s",1
"1118","Sachatamia","ilex",0,"Guabal","y",11,6,2004,NA,"Centrolenidae",2004-11-06,247,"Sachatamia_ilex","s",1
"1119","Sachatamia","ilex",0.7182684,"Main_Trail","y",11,7,2004,NA,"Centrolenidae",2004-11-07,248,"Sachatamia_ilex","t",1
"1120","Sachatamia","ilex",38.133,"Silenciosa","y",11,8,2004,NA,"Centrolenidae",2004-11-08,249,"Sachatamia_ilex","s",1
"1121","Sachatamia","ilex",1.5300134,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Sachatamia_ilex","s",1
"1122","Sachatamia","ilex",0,"Loop_Trail","y",11,10,2004,NA,"Centrolenidae",2004-11-10,251,"Sachatamia_ilex","t",1
"1123","Sachatamia","ilex",73.081255,"Cascada","y",11,12,2004,NA,"Centrolenidae",2004-11-12,253,"Sachatamia_ilex","s",1
"1124","Sachatamia","ilex",0.450369,"Loop_Stream","y",11,15,2004,NA,"Centrolenidae",2004-11-15,256,"Sachatamia_ilex","s",1
"1125","Sachatamia","ilex",1.272631,"Loop_Stream","y",11,15,2004,NA,"Centrolenidae",2004-11-15,256,"Sachatamia_ilex","s",1
"1126","Sachatamia","ilex",0,"Main_Trail","y",11,27,2004,NA,"Centrolenidae",2004-11-27,268,"Sachatamia_ilex","t",1
"1127","Silverstonia","flotator",20.911545,"Cascada","y",11,5,2004,NA,"Dendrobatidae",2004-11-05,246,"Silverstonia_flotator","s",1
"1128","Silverstonia","flotator",0,"Cascada","y",11,5,2004,NA,"Dendrobatidae",2004-11-05,246,"Silverstonia_flotator","s",1
"1129","Silverstonia","flotator",8.208163,"Cascada","y",11,7,2004,NA,"Dendrobatidae",2004-11-07,248,"Silverstonia_flotator","s",1
"1130","Silverstonia","flotator",42.21783,"Loop_Stream","y",11,8,2004,"Dead","Dendrobatidae",2004-11-08,249,"Silverstonia_flotator","s",1
"1131","Silverstonia","flotator",13.54601,"Cascada","y",11,27,2004,"Dying","Dendrobatidae",2004-11-27,268,"Silverstonia_flotator","s",1
"1132","Silverstonia","flotator",3067.1204,"Silenciosa","y",11,30,2004,NA,"Dendrobatidae",2004-11-30,271,"Silverstonia_flotator","s",1
"1133","Silverstonia","nubicola",96.68162,"Loop_Stream","y",11,2,2004,"Dead","Dendrobatidae",2004-11-02,243,"Silverstonia_nubicola","s",1
"1134","Silverstonia","nubicola",0.12742476,"Loop_Stream","y",11,3,2004,"Dying","Dendrobatidae",2004-11-03,244,"Silverstonia_nubicola","s",1
"1135","Silverstonia","nubicola",1.5435855,"Loop_Stream","y",11,4,2004,NA,"Dendrobatidae",2004-11-04,245,"Silverstonia_nubicola","s",1
"1136","Silverstonia","nubicola",635.4595,"Loop_Stream","y",11,4,2004,"Dying","Dendrobatidae",2004-11-04,245,"Silverstonia_nubicola","s",1
"1137","Silverstonia","nubicola",6.09304,"Loop_Stream","y",11,4,2004,NA,"Dendrobatidae",2004-11-04,245,"Silverstonia_nubicola","s",1
"1138","Silverstonia","nubicola",50.904655,"Cascada","y",11,5,2004,NA,"Dendrobatidae",2004-11-05,246,"Silverstonia_nubicola","s",1
"1139","Silverstonia","nubicola",226.92251,"Cascada","y",11,5,2004,"Dying","Dendrobatidae",2004-11-05,246,"Silverstonia_nubicola","s",1
"1140","Silverstonia","nubicola",129.33556,"Cascada","y",11,5,2004,NA,"Dendrobatidae",2004-11-05,246,"Silverstonia_nubicola","s",1
"1141","Silverstonia","nubicola",728.45902,"Cascada","y",11,5,2004,"Dying","Dendrobatidae",2004-11-05,246,"Silverstonia_nubicola","s",1
"1142","Silverstonia","nubicola",149.11487,"Cascada","y",11,5,2004,NA,"Dendrobatidae",2004-11-05,246,"Silverstonia_nubicola","s",1
"1143","Silverstonia","nubicola",12.009029,"Cascada","y",11,5,2004,NA,"Dendrobatidae",2004-11-05,246,"Silverstonia_nubicola","s",1
"1144","Silverstonia","nubicola",0.6242303,"Cascada","y",11,5,2004,"Dying","Dendrobatidae",2004-11-05,246,"Silverstonia_nubicola","s",1
"1145","Silverstonia","nubicola",0,"Loop_Stream","y",11,8,2004,"Dying","Dendrobatidae",2004-11-08,249,"Silverstonia_nubicola","s",1
"1146","Silverstonia","nubicola",1051.3983,"Loop_Stream","y",11,8,2004,"Dying","Dendrobatidae",2004-11-08,249,"Silverstonia_nubicola","s",1
"1147","Silverstonia","nubicola",17.84363,"Loop_Stream","y",11,8,2004,NA,"Dendrobatidae",2004-11-08,249,"Silverstonia_nubicola","s",1
"1148","Silverstonia","nubicola",17.835253,"Loop_Stream","y",11,8,2004,NA,"Dendrobatidae",2004-11-08,249,"Silverstonia_nubicola","s",1
"1149","Silverstonia","nubicola",0.7841939,"Loop_Stream","y",11,8,2004,NA,"Dendrobatidae",2004-11-08,249,"Silverstonia_nubicola","s",1
"1150","Silverstonia","nubicola",147.75659,"Silenciosa","y",11,9,2004,"Dying","Dendrobatidae",2004-11-09,250,"Silverstonia_nubicola","s",1
"1151","Silverstonia","nubicola",18.121736,"Silenciosa","y",11,12,2004,NA,"Dendrobatidae",2004-11-12,253,"Silverstonia_nubicola","s",1
"1152","Silverstonia","nubicola",25.396317,"Cascada","y",11,14,2004,"Dead","Dendrobatidae",2004-11-14,255,"Silverstonia_nubicola","s",1
"1153","Silverstonia","nubicola",3294.025,"Cascada","y",11,14,2004,NA,"Dendrobatidae",2004-11-14,255,"Silverstonia_nubicola","s",1
"1154","Silverstonia","nubicola",189.12086,"Cascada","y",11,14,2004,"Dead","Dendrobatidae",2004-11-14,255,"Silverstonia_nubicola","s",1
"1155","Silverstonia","nubicola",152.99495,"Cascada","y",11,15,2004,"Dead","Dendrobatidae",2004-11-15,256,"Silverstonia_nubicola","s",1
"1156","Silverstonia","nubicola",1225.3003,"Cascada","y",11,15,2004,"Dead","Dendrobatidae",2004-11-15,256,"Silverstonia_nubicola","s",1
"1157","Silverstonia","nubicola",12.55432,"Silenciosa","y",11,18,2004,NA,"Dendrobatidae",2004-11-18,259,"Silverstonia_nubicola","s",1
"1158","Silverstonia","nubicola",0.06910263,"Loop_Stream","y",11,18,2004,NA,"Dendrobatidae",2004-11-18,259,"Silverstonia_nubicola","s",1
"1159","Silverstonia","nubicola",2.6129361,"Silenciosa","y",11,23,2004,NA,"Dendrobatidae",2004-11-23,264,"Silverstonia_nubicola","s",1
"1160","Silverstonia","nubicola",69.25505,"Cascada","y",11,27,2004,NA,"Dendrobatidae",2004-11-27,268,"Silverstonia_nubicola","s",1
"1161","Silverstonia","nubicola",38.825944,"Silenciosa","y",11,30,2004,"Dying","Dendrobatidae",2004-11-30,271,"Silverstonia_nubicola","s",1
"1162","Silverstonia","nubicola",62.38888,"Silenciosa","y",11,30,2004,"Dying","Dendrobatidae",2004-11-30,271,"Silverstonia_nubicola","s",1
"1163","Smilisca","phaeota",0,"Guabal","y",11,6,2004,NA,"Hylidae",2004-11-06,247,"Smilisca_phaeota","s",1
"1164","Strabomantis","bufoniformis",2.1774136,"Silenciosa","y",11,14,2004,NA,"Strabomantidae",2004-11-14,255,"Strabomantis_bufoniformis","s",1
"1165","Hylomantis","lemur",0,"Main_Trail","y",10,30,2004,NA,"Hylidae",2004-10-30,240,"Hylomantis_lemur","t",1
"1166","Hylomantis","lemur",0.008173474,"Main_Trail","y",10,30,2004,NA,"Hylidae",2004-10-30,240,"Hylomantis_lemur","t",1
"1167","Hylomantis","lemur",0.2850004,"Main_Trail","y",10,30,2004,NA,"Hylidae",2004-10-30,240,"Hylomantis_lemur","t",1
"1168","Atelopus","varius",0.000222465,"Loop_Stream","y",10,16,2004,NA,"Bufonidae",2004-10-16,226,"Atelopus_varius","s",1
"1169","Atelopus","varius",0,"Loop_Stream","y",10,16,2004,NA,"Bufonidae",2004-10-16,226,"Atelopus_varius","s",1
"1170","Atelopus","varius",62.403667,"Loop_Stream","y",10,16,2004,NA,"Bufonidae",2004-10-16,226,"Atelopus_varius","s",1
"1171","Atelopus","varius",0.13768645,"Cascada","y",10,17,2004,NA,"Bufonidae",2004-10-17,227,"Atelopus_varius","s",1
"1172","Atelopus","varius",0,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1173","Atelopus","varius",0.6086215,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1174","Atelopus","varius",9.76946,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1175","Atelopus","varius",139.03477,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1176","Atelopus","varius",244.04042,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1177","Atelopus","varius",0.010901038,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1178","Atelopus","varius",373.62273,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1179","Atelopus","varius",3.754716,"Silenciosa","y",10,22,2004,NA,"Bufonidae",2004-10-22,232,"Atelopus_varius","s",1
"1180","Atelopus","varius",26202.838,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1181","Atelopus","varius",55.226237,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1182","Atelopus","varius",47.275394,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1183","Atelopus","varius",60.304046,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1184","Atelopus","varius",117606.54,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1185","Atelopus","varius",0.16802503,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1186","Atelopus","varius",0.001194537,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1187","Atelopus","varius",19.032526,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1188","Atelopus","varius",91.74142,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1189","Atelopus","varius",4318.756,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1190","Atelopus","varius",1.42927,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1191","Atelopus","varius",147.43692,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1192","Atelopus","varius",143136.15,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1193","Atelopus","varius",128.39571,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1194","Atelopus","varius",11203.5095,"Guabal","y",10,23,2004,NA,"Bufonidae",2004-10-23,233,"Atelopus_varius","s",1
"1195","Atelopus","varius",37.393105,"Loop_Stream","y",10,25,2004,NA,"Bufonidae",2004-10-25,235,"Atelopus_varius","s",1
"1196","Atelopus","varius",2342.0929,"Loop_Stream","y",10,25,2004,NA,"Bufonidae",2004-10-25,235,"Atelopus_varius","s",1
"1197","Atelopus","varius",6.432194,"Loop_Stream","y",10,25,2004,NA,"Bufonidae",2004-10-25,235,"Atelopus_varius","s",1
"1198","Atelopus","varius",44157.166,"Loop_Stream","y",10,25,2004,NA,"Bufonidae",2004-10-25,235,"Atelopus_varius","s",1
"1199","Atelopus","varius",11.04907,"Loop_Stream","y",10,25,2004,NA,"Bufonidae",2004-10-25,235,"Atelopus_varius","s",1
"1200","Atelopus","varius",0.15449244,"Silenciosa","y",10,26,2004,NA,"Bufonidae",2004-10-26,236,"Atelopus_varius","s",1
"1201","Atelopus","varius",219.7248,"Silenciosa","y",10,26,2004,NA,"Bufonidae",2004-10-26,236,"Atelopus_varius","s",1
"1202","Atelopus","varius",201.66748,"Silenciosa","y",10,26,2004,NA,"Bufonidae",2004-10-26,236,"Atelopus_varius","s",1
"1203","Atelopus","varius",2269.971,"Silenciosa","y",10,26,2004,NA,"Bufonidae",2004-10-26,236,"Atelopus_varius","s",1
"1204","Atelopus","varius",3757.6267,"Silenciosa","y",10,26,2004,NA,"Bufonidae",2004-10-26,236,"Atelopus_varius","s",1
"1205","Atelopus","varius",24.85326,"Silenciosa","y",10,26,2004,NA,"Bufonidae",2004-10-26,236,"Atelopus_varius","s",1
"1206","Atelopus","varius",12.219803,"Cascada","y",10,28,2004,NA,"Bufonidae",2004-10-28,238,"Atelopus_varius","s",1
"1207","Atelopus","varius",25.32649,"Cascada","y",10,28,2004,NA,"Bufonidae",2004-10-28,238,"Atelopus_varius","s",1
"1208","Atelopus","varius",210.5414,"Cascada","y",10,28,2004,NA,"Bufonidae",2004-10-28,238,"Atelopus_varius","s",1
"1209","Atelopus","varius",0.059583873,"Cascada","y",10,28,2004,NA,"Bufonidae",2004-10-28,238,"Atelopus_varius","s",1
"1210","Atelopus","varius",8.52481,"Cascada","y",10,28,2004,NA,"Bufonidae",2004-10-28,238,"Atelopus_varius","s",1
"1211","Atelopus","varius",3247.7894,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1212","Atelopus","varius",4225.971,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1213","Atelopus","varius",116.30317,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1214","Atelopus","varius",280.41005,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1215","Atelopus","varius",38.48272,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1216","Atelopus","varius",659.1125,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1217","Atelopus","varius",2270.7638,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1218","Atelopus","varius",142.16005,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1219","Atelopus","varius",0.1325852,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1220","Atelopus","varius",111.5946,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1221","Atelopus","varius",353.8057,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1222","Atelopus","varius",16428.409,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1223","Atelopus","varius",0.000355,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1224","Atelopus","varius",0.0098,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1225","Atelopus","varius",0.996024,"Guabal","y",10,29,2004,NA,"Bufonidae",2004-10-29,239,"Atelopus_varius","s",1
"1226","Atelopus","varius",0.069,"Verrugosa","y",10,30,2004,NA,"Bufonidae",2004-10-30,240,"Atelopus_varius","t",1
"1227","Atelopus","varius",1.3449049,"Silenciosa","y",10,31,2004,"Dying","Bufonidae",2004-10-31,241,"Atelopus_varius","s",1
"1228","Atelopus","varius",0.329789,"Silenciosa","y",10,31,2004,NA,"Bufonidae",2004-10-31,241,"Atelopus_varius","s",1
"1229","Atelopus","varius",53.28029,"Silenciosa","y",10,31,2004,NA,"Bufonidae",2004-10-31,241,"Atelopus_varius","s",1
"1230","Atelopus","varius",1.702692,"Silenciosa","y",10,31,2004,NA,"Bufonidae",2004-10-31,241,"Atelopus_varius","s",1
"1231","Atelopus","varius",0.2983023,"Silenciosa","y",10,31,2004,NA,"Bufonidae",2004-10-31,241,"Atelopus_varius","s",1
"1232","Atelopus","varius",16.480688,"Silenciosa","y",10,31,2004,NA,"Bufonidae",2004-10-31,241,"Atelopus_varius","s",1
"1233","Atelopus","varius",1644.9598,"Silenciosa","y",10,31,2004,NA,"Bufonidae",2004-10-31,241,"Atelopus_varius","s",1
"1234","Bolitoglossa","colonnea",0,"Loop_Trail","y",10,16,2004,NA,"Plethodontidae",2004-10-16,226,"Bolitoglossa_colonnea","t",1
"1235","Bolitoglossa","colonnea",8.2010955,"Loop_Stream","y",10,25,2004,NA,"Plethodontidae",2004-10-25,235,"Bolitoglossa_colonnea","s",1
"1236","Bolitoglossa","schizodactyla",0.000379857,"Cascada","y",10,17,2004,NA,"Plethodontidae",2004-10-17,227,"Bolitoglossa_schizodactyla","s",1
"1237","Bolitoglossa","schizodactyla",0.041700236,"Cascada","y",10,28,2004,NA,"Plethodontidae",2004-10-28,238,"Bolitoglossa_schizodactyla","s",1
"1238","Bolitoglossa","schizodactyla",0.000103,"Verrugosa","y",10,30,2004,NA,"Plethodontidae",2004-10-30,240,"Bolitoglossa_schizodactyla","t",1
"1239","Cochranella","euknemos",0.001710542,"Cascada","y",10,18,2004,NA,"Centrolenidae",2004-10-18,228,"Cochranella_euknemos","s",1
"1240","Colostethus","panamansis",2020.197,"Loop_Stream","y",10,25,2004,"Dying","Dendrobatidae",2004-10-25,235,"Colostethus_panamansis","s",1
"1241","Colostethus","panamansis",5.1562835,"Guabal","y",10,29,2004,NA,"Dendrobatidae",2004-10-29,239,"Colostethus_panamansis","s",1
"1242","Colostethus","panamansis",524.02854,"Silenciosa","y",10,31,2004,"Dying","Dendrobatidae",2004-10-31,241,"Colostethus_panamansis","s",1
"1243","Colostethus","panamansis",11.759878,"Silenciosa","y",10,31,2004,"Dying","Dendrobatidae",2004-10-31,241,"Colostethus_panamansis","s",1
"1244","Colostethus","panamansis",192.00184,"Silenciosa","y",10,31,2004,"Dying","Dendrobatidae",2004-10-31,241,"Colostethus_panamansis","s",1
"1245","Colostethus","panamansis",10.558467,"Silenciosa","y",10,31,2004,NA,"Dendrobatidae",2004-10-31,241,"Colostethus_panamansis","s",1
"1246","Colostethus","panamansis",0.6598785,"Loop_Stream","y",10,31,2004,NA,"Dendrobatidae",2004-10-31,241,"Colostethus_panamansis","s",1
"1247","Colostethus","panamansis",3.1004186,"Loop_Stream","y",10,31,2004,NA,"Dendrobatidae",2004-10-31,241,"Colostethus_panamansis","s",1
